"","x"
"SMAD6",1.16448051765581
"ITGA11",-4.93069072164824
"TLE3",-1.19645220015185
"PARP6",-1.04460106992453
"HCN4",1.84253036999504
"LOXL1",-2.44409170247402
"ISLR",-2.95936789333464
"STRA6",-1.68976748796061
"RPP25",-1.09908241140066
"CSPG4",-1.81260889000942
"CEMIP",-1.01505336132744
"FSD2",2.10427752697688
"ALPK3",1.74350708082605
"NTRK3",-1.92910330782885
"ZNF710",1.35037549730517
"IQGAP1",-1.32670875085926
"PRC1",1.44291597864741
"MCTP2",-2.36348194809087
"RGS11",-1.54288911837246
"SYNGR3",1.36363818997881
"NPW",-1.57862129479761
"ECI1",1.00587029064351
"KREMEN2",-2.28316143162673
"HCFC1R1",-1.09890119920637
"IL32",-1.07324573007262
"PMM2",-1.33834079000473
"LOC107984900",2.50096053478345
"ANKS4B",1.48632055876569
"CRYM",2.00999526580873
"PLK1",1.73732881900273
"IL4R",1.15568962610482
"MVP",-2.3077888423605
"SEZ6L2",-1.83974734225867
"COX6A2",2.11089781133343
"TGFB1I1",-1.09565432412471
"ORC6",1.04063976042085
"MYLK3",2.74936885839924
"SALL1",2.4834066922006
"IRX5",1.44853398859807
"MMP2",-1.0487176695111
"GNAO1",1.2680445740509
"MT2A",-2.07200163949955
"MT1E",-2.66999496666847
"MT1X",-1.67434925442581
"DOK4",1.13486255329578
"CDH11",-1.94400909910684
"CDH5",1.12327853225053
"RRAD",2.08507011484479
"SLC7A6",-1.21281461766171
"NQO1",-1.70226013993165
"MARVELD3",1.05786905168918
"ADAMTS18",-1.99762546028852
"MAF",-1.05847934956274
"CDH13",1.77555799656571
"CRISPLD2",-4.3608388635087
"FOXC2",-2.07841020869395
"ZNF469",-3.44663079587135
"CDT1",1.02463891263414
"TUBB3",-1.33938803294665
"RFLNB",-1.66629543195906
"SERPINF1",-1.82519343691923
"RTN4RL1",2.42288883852445
"HIC1",-2.04645873930019
"LOC105371498",-2.95765919053355
"ALOX15",-2.83490173851479
"ENO3",2.15935361662074
"PIMREG",2.23945184982329
"SLC13A5",1.87775045382594
"BCL6B",1.13335251501783
"ASGR2",1.32556969731889
"SLC2A4",1.94392598494178
"FGF11",1.01783500956997
"ATP1B2",2.21135812913979
"TMEM88",-1.11737525340313
"CYB5D1",-1.23499905301372
"ALOX15B",-3.56278804464212
"AURKB",1.3966008954778
"GAS7",-1.32626891456277
"MYOCD",2.5182829832234
"HS3ST3B1",2.19831116775531
"PMP22",-2.16208309037342
"TRPV2",-2.14124468052205
"RASD1",2.05638606871174
"SNORD3A",2.16987494530662
"MFAP4",-1.50465493990963
"SLC47A1",1.28137351676962
"ALDH3A2",1.15027503820866
"ALDOC",2.11251655347018
"SPAG5",1.5647881723278
"UNC45B",2.7077425559329
"RASL10B",1.22447849415735
"TOP2A",1.93490127280855
"KRT222",1.39582529495724
"KRT24",1.68865895057497
"CAVIN1",-1.70362220062583
"AOC3",-1.06166106713292
"IFI35",-1.40232943183178
"MEOX1",-4.01037692744981
"SOST",1.02845041624589
"PLCD3",-1.01022739610811
"MYL4",1.83176260587198
"COPZ2",-2.13290928672321
"HOXB-AS3",-2.59805255048805
"HOXB5",-1.9171838351974
"HOXB6",-1.99663987688093
"HOXB7",-2.05078380166162
"HOXB8",-3.12826408332434
"ITGA3",-1.54819550393723
"COL1A1",-1.98666128563256
"MMD",1.31614980628375
"PRR11",1.30347442347522
"WFDC21P",-2.29858227584395
"TBX2-AS1",2.05962045784372
"TBX2",1.36688229571207
"TBX4",-4.14036656349688
"PECAM1",1.4696612694133
"SOX9",1.41377455135927
"NHERF1",-1.41812498658466
"FADS6",1.52761086551665
"RNF157",2.28015000048667
"UBALD2",1.00199901794718
"CYGB",-1.2910959447702
"BIRC5",1.84350816339215
"LGALS3BP",-2.36650558293204
"ARHGDIA",-1.07829394134147
"NDC80",1.68618594201201
"MYOM1",1.86218513300838
"LAMA1",1.80870838878601
"GREB1L",-1.15476216988824
"LOC124904261",1.87348508003645
"CDH2",1.11653110097573
"DSC3",-1.27073869566622
"TTR",1.79041474980878
"RNF125",1.95018195902851
"ARK2C",2.16789737830497
"CDH7",-1.13735234504263
"DOK6",2.59302968932655
"NETO1",2.36700339137071
"FSTL3",-2.45805269960511
"ARHGAP45",1.04339694743483
"REEP6",1.55275353809322
"ADAMTSL5",-1.02781212084095
"ATP8B3",2.43989518330021
"DIRAS1",-1.0332375976526
"TLE2",1.03374920634807
"SHD",2.92654947068301
"SEMA6B",1.54685132113452
"CCDC159",-1.00516699719744
"NFIX",-1.88171767042969
"TMEM38A",1.91163280176256
"BST2",-1.54989210532748
"LINC01224",2.19117778218461
"TSHZ3",-1.17683694677224
"HPN",2.44072151563431
"LGI4",1.3830643190027
"HSPB6",-1.0473451195397
"NPHS1",-1.59986785224037
"PPP1R14A",1.42496358234912
"NCCRP1",2.39914155994418
"CYP2T1P",1.16666278542946
"APOC1",1.36751456147328
"FOXA3",2.49276560224102
"EHD2",-2.14803104245312
"EMP3",-2.37166732259416
"HRC",2.35242513529982
"FCGRT",-2.06719787131442
"RCN3",-1.93459456056667
"RRAS",-1.49633677259486
"KLK5",-1.1544899889623
"ZNF525",1.02219526322994
"ZNF813",1.07828705408123
"MYADM",-1.47846077527067
"TNNI3",2.47945074172813
"PTPRH",-1.40432946620186
"COX6B2",-2.3808711015297
"SSC5D",-1.20447370977503
"TMEM74B",1.18300875138019
"GNRH2",1.32674523845967
"ADAM33",-1.68756505770118
"CHGB",-2.43807514728843
"BMP2",1.31931349857682
"JAG1",1.54022205992187
"RRBP1",-1.15780100538683
"SLC24A3",-2.74476196077618
"LINC00261",2.9128192900744
"FOXA2",3.46344150837751
"THBD",-3.64931419250198
"CST3",-1.4263058480805
"ID1",2.20454956057383
"TPX2",1.67749817928924
"SNTA1",1.69052745244871
"MYH7B",1.87075469214413
"GDF5",-1.74994010782335
"VSTM2L",1.1210647014208
"FAM83D",1.51518624841232
"MAFB",1.15116228988264
"PTPRT",-2.77656435887503
"HNF4A",2.43131183684502
"UBE2C",1.80192579473057
"PLTP",-1.50703384587596
"PREX1",1.3733397105088
"RIPOR3",-1.40853169914811
"AURKA",1.24104551362828
"BMP7",2.20753450214877
"APCDD1L",2.86199035352117
"EDN3",-2.45365740692287
"EEF1A2",1.87327481611867
"MAP3K7CL",-2.64040556524625
"GRIK1",2.96343459246044
"HUNK",-1.08170400985558
"B3GALT5-AS1",1.07927049704116
"PCP4",-1.05226048793728
"DGCR8",-1.47939762025297
"LOC124900476",2.29737841695678
"MYO18B",1.54658420889912
"LINC01638",-2.46697932244625
"MN1",-2.16338490096739
"SELENOM",-1.9434507654529
"LIMK2",-1.06185055575009
"MB",2.51143032689227
"APOL2",-1.01658647084659
"CDC42EP1",-1.0928889433387
"LGALS2",2.21307063859086
"LGALS1",-3.09966919893228
"KDELR3",-1.44835214805749
"FAM83F",2.48348052421628
"CSDC2",-1.61874192644084
"RNU12",3.15166766956883
"BIK",1.62317121602635
"TSPO",-1.92328791169654
"FBLN1",-1.49586224327075
"GTSE1",1.17067335797339
"MXRA5",-2.99621764337948
"EGFL6",-4.01517648346978
"ACE2",1.91245279458209
"SMPX",2.42278278356216
"SMS",1.27098703560895
"PTCHD1",1.6133793030379
"PCYT1B",1.49335978152053
"SRPX",-1.08219415742733
"TSPAN7",1.40511206026812
"TIMP1",-1.54829156412799
"SLC38A5",-1.55068715898988
"XAGE2",-2.74464910535679
"KIF4A",1.21543350154727
"GJB1",1.99600448403965
"ITGB1BP2",1.15309945061634
"ABCB7",1.00936326262587
"HMGN5",1.58560560800129
"KLHL4",1.4656342797801
"DIAPH2",-1.09677282055654
"SRPX2",-1.99553974308353
"TMSB15A",1.81329780936503
"BEX1",1.20011599949744
"NRK",-1.14220432570932
"MORC4",-2.12856184730955
"COL4A6",1.67810141533516
"CAPN6",-1.95534862499158
"TMEM255A",-1.10294383811943
"ENOX2",1.03969098579408
"IGSF1",1.53139729696337
"GPC3",-1.08495139998522
"MIR503HG",-2.92643043634911
"PLAC1",-3.14646397093546
"CSAG1",-1.3309957704908
"BGN",-1.60288111059217
"DUSP9",2.54201810525743
"L1CAM",-1.32740244332994
"SLC10A3",-1.41887992504426
"RNR1",1.04797584300577
"TRNL1",1.04450818609804
"TRNM",1.26543112231296
"TRNH",1.24853581285751
"TRNS2",2.417478560708
"TRNP",1.08765774437123
